batter,match_id,date,venue,bowling_team,batsman_runs,ball,is_wicket,is_boundary,is_six,is_four,strike_rate,put_avg,put_avg_expanding,rolling_avg_5,rolling_sr_5,venue_avg,venue_overall_avg,pvp_avg,career_avg,career_sr,career_matches,target_next_runs,target_next_sr
A Ashish Reddy,346,2012-04-29,Wankhede Stadium,Mumbai Indians,10,10,1,1,1,0,100.0,13.5,8.5,10.0,100.0,10.0,19.321590909090908,3.8888888888888893,20.875,109.9048,0,3.0,100.0
A Ashish Reddy,352,2012-05-04,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,3,3,1,0,0,0,100.0,15.0,18.333333333333332,6.5,100.0,19.5,20.09861111111111,3.25,10.0,100.0,1,8.0,100.0
A Ashish Reddy,359,2012-05-08,"Rajiv Gandhi International Stadium, Uppal",Punjab Kings,8,8,1,1,0,1,100.0,12.333333333333334,13.0,7.0,100.0,8.454545454545455,19.61134163208852,2.0,6.5,100.0,2,10.0,250.0
A Ashish Reddy,373,2012-05-18,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,10,4,0,2,0,2,250.0,12.333333333333334,12.333333333333334,7.75,137.5,8.454545454545455,19.61134163208852,4.0,7.0,100.0,3,4.0,80.0
A Ashish Reddy,376,2012-05-20,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,4,5,1,0,0,0,80.0,11.0,12.333333333333334,7.0,126.0,8.454545454545455,19.61134163208852,18.0,7.75,137.5,4,7.0,175.0
A Ashish Reddy,384,2013-04-05,"Rajiv Gandhi International Stadium, Uppal",Pune Warriors,7,4,0,1,0,1,175.0,13.0,13.5,6.4,141.0,8.454545454545455,19.61134163208852,2.75,7.0,126.0,5,14.0,116.67
A Ashish Reddy,388,2013-04-07,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,14,12,1,1,1,0,116.67,11.0,4.0,8.6,144.334,8.454545454545455,19.61134163208852,6.0,7.0,134.16666666666666,6,3.0,75.0
A Ashish Reddy,432,2013-04-09,M Chinnaswamy Stadium,Royal Challengers Bangalore,3,4,1,0,0,0,75.0,11.0,9.0,7.6,139.334,17.5,19.843718079673135,6.5,8.0,131.66714285714286,7,16.0,177.78
A Ashish Reddy,394,2013-04-12,Feroz Shah Kotla,Delhi Capitals,16,9,1,2,0,2,177.78,12.0,15.0,8.8,124.89000000000001,16.0,19.530133928571427,7.5,7.375,124.58375,8,4.0,80.0
A Ashish Reddy,397,2013-04-14,Eden Gardens,Kolkata Knight Riders,4,5,1,0,0,0,80.0,8.5,12.0,8.8,124.89000000000001,4.0,19.11173184357542,3.0,8.333333333333334,130.49444444444444,9,19.0,126.67
A Ashish Reddy,402,2013-04-17,Subrata Roy Sahara Stadium,Pune Warriors,19,15,0,1,1,0,126.67,13.0,7.0,11.2,115.224,19.0,17.1787072243346,5.833333333333333,7.9,125.44500000000001,10,7.0,100.0
A Ashish Reddy,405,2013-04-19,"Rajiv Gandhi International Stadium, Uppal",Punjab Kings,7,7,0,1,0,1,100.0,12.333333333333334,8.0,9.8,111.88999999999999,8.454545454545455,19.61134163208852,2.5,8.909090909090908,125.55636363636363,11,36.0,225.0
A Ashish Reddy,414,2013-04-25,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,36,16,0,5,3,2,225.0,15.0,3.0,16.4,141.89000000000001,19.5,20.09861111111111,1.0,8.75,123.42666666666666,12,14.0,127.27
A Ashish Reddy,416,2013-04-27,Sawai Mansingh Stadium,Rajasthan Royals,14,11,1,1,0,1,127.27,12.333333333333334,10.0,16.0,131.788,14.0,19.288100208768267,1.8333333333333333,10.846153846153847,131.23999999999998,13,5.0,71.43
A Ashish Reddy,428,2013-05-04,"Rajiv Gandhi International Stadium, Uppal",Delhi Capitals,5,7,1,1,0,1,71.43,12.0,16.0,16.2,130.074,8.454545454545455,19.61134163208852,2.0,11.071428571428571,130.95642857142857,14,13.0,144.44
A Ashish Reddy,529,2015-04-16,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Rajasthan Royals,13,9,0,1,1,0,144.44,12.333333333333334,12.0,15.0,133.62800000000001,14.0,17.72189349112426,8.333333333333334,10.666666666666666,126.988,15,15.0,187.5
A Ashish Reddy,531,2015-04-18,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,15,8,1,2,1,1,187.5,12.0,10.5,16.6,151.12800000000001,14.0,17.72189349112426,8.0,10.8125,128.07875,16,22.0,275.0
A Ashish Reddy,544,2015-04-27,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,22,8,0,3,2,1,275.0,12.333333333333334,7.5,13.8,161.12800000000001,22.0,19.662264150943397,5.5,11.058823529411764,131.57411764705884,17,6.0,100.0
A Ashish Reddy,551,2015-05-02,"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings,6,6,1,1,0,1,100.0,15.0,19.5,12.2,155.67399999999998,8.454545454545455,19.61134163208852,7.5,11.666666666666666,139.54222222222222,18,17.0,113.33
A Ashish Reddy,572,2015-05-17,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,17,15,1,1,1,0,113.33,13.5,10.0,14.6,164.054,8.454545454545455,19.61134163208852,3.6666666666666665,11.368421052631579,137.46105263157895,19,32.0,177.78
A Ashish Reddy,580,2016-04-12,M Chinnaswamy Stadium,Royal Challengers Bangalore,32,18,1,5,3,2,177.78,11.0,7.0,18.4,170.72199999999998,17.5,19.843718079673135,4.666666666666667,11.65,136.2545,20,13.0,144.44
A Ashish Reddy,584,2016-04-16,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,13,9,1,1,1,0,144.44,8.5,4.0,18.0,162.10999999999999,8.454545454545455,19.61134163208852,9.5,12.619047619047619,138.23190476190476,21,2.0,66.67
A Chandila,373,2012-05-18,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,0,1,1,0,0,0,0.0,0.0,11.0,0.0,0.0,0.0,19.61134163208852,2.0,12.173913043478262,135.3904347826087,0,4.0,66.67
A Chopra,88,2008-05-08,Eden Gardens,Royal Challengers Bangalore,2,5,1,0,0,0,40.0,2.0,2.0,2.0,40.0,5.666666666666667,19.11173184357542,2.0,2.0,33.335,0,24.0,96.0
A Chopra,92,2008-05-11,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,24,25,1,3,0,3,96.0,17.5,4.0,13.0,68.0,24.0,19.61134163208852,4.5,2.0,40.0,1,13.0,72.22
A Chopra,95,2008-05-13,Eden Gardens,Delhi Capitals,13,18,1,2,0,2,72.22,13.0,17.5,13.0,69.40666666666667,5.666666666666667,19.11173184357542,1.0,13.0,68.0,2,1.0,25.0
A Chopra,99,2008-05-16,Wankhede Stadium,Mumbai Indians,1,4,0,0,0,0,25.0,1.0,13.0,10.0,58.305,1.0,19.321590909090908,2.5,13.0,69.40666666666667,3,2.0,66.67
A Chopra,112,2008-05-25,Eden Gardens,Punjab Kings,2,3,1,0,0,0,66.67,2.0,1.0,8.4,59.977999999999994,5.666666666666667,19.11173184357542,5.0,10.0,58.305,4,11.0,55.0
A Choudhary,1,2017-04-05,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,6,2,1,1,1,0,300.0,6.0,4.0,6.0,300.0,6.0,19.61134163208852,2.0,8.833333333333334,59.14833333333333,0,15.0,125.0
A Choudhary,30,2017-04-27,M Chinnaswamy Stadium,Gujarat Lions,15,12,0,1,0,1,125.0,15.0,2.0,10.5,212.5,9.5,19.843718079673135,5.0,6.0,300.0,1,4.0,66.67
A Flintoff,118,2009-04-18,Newlands,Mumbai Indians,24,25,1,3,1,2,96.0,24.0,16.0,24.0,96.0,24.0,15.17117117117117,5.166666666666667,8.333333333333334,163.89000000000001,0,22.0,157.14
A Flintoff,122,2009-04-20,St George's Park,Royal Challengers Bangalore,22,14,0,3,1,2,157.14,22.0,24.0,23.0,126.57,22.0,19.232323232323232,1.6666666666666667,24.0,96.0,1,16.0,88.89
A Kumble,84,2008-05-05,M Chinnaswamy Stadium,Punjab Kings,3,7,0,0,0,0,42.86,2.25,3.0,3.0,42.86,1.6666666666666667,19.843718079673135,0.5,20.666666666666668,114.00999999999999,0,0.0,0.0
A Kumble,94,2008-05-12,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,0,1,0,0,0,0,0.0,2.25,3.0,1.5,21.43,0.0,19.662264150943397,1.0,3.0,42.86,1,8.0,100.0
A Kumble,101,2008-05-17,Sawai Mansingh Stadium,Rajasthan Royals,8,8,1,1,0,1,100.0,8.0,2.25,3.6666666666666665,47.620000000000005,8.0,19.288100208768267,1.0,1.5,21.43,2,2.0,200.0
A Kumble,107,2008-05-21,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,2,1,0,0,0,0,200.0,1.5,22.0,3.25,85.715,2.0,20.09861111111111,2.0,3.6666666666666665,47.620000000000005,3,1.0,20.0
A Kumble,122,2009-04-20,St George's Park,Chennai Super Kings,1,5,0,0,0,0,20.0,1.5,2.0,2.8,72.572,4.0,19.232323232323232,1.5,3.25,85.715,4,1.0,100.0
A Kumble,124,2009-04-22,Newlands,Deccan Chargers,1,1,0,0,0,0,100.0,1.3333333333333333,1.5,2.4,84.0,1.0,15.17117117117117,1.0,2.8,72.572,5,5.0,166.67
A Kumble,127,2009-04-24,Kingsmead,Punjab Kings,5,3,0,1,0,1,166.67,2.25,1.5,3.4,117.33399999999999,3.0,16.502024291497975,0.0,2.5,77.14333333333333,6,1.0,25.0
A Kumble,139,2009-05-01,Kingsmead,Punjab Kings,1,4,1,0,0,0,25.0,2.25,2.6666666666666665,2.0,102.33399999999999,3.0,16.502024291497975,2.25,2.857142857142857,89.93285714285715,7,7.0,116.67
A Kumble,153,2009-05-10,St George's Park,Mumbai Indians,7,6,0,1,0,1,116.67,3.0,1.0,3.0,85.66799999999999,4.0,19.232323232323232,3.6666666666666665,2.625,81.81625,8,1.0,100.0
A Kumble,174,2009-05-24,New Wanderers Stadium,Deccan Chargers,1,1,0,0,0,0,100.0,1.3333333333333333,1.0,3.0,101.66799999999999,1.0,18.508474576271187,1.0,3.111111111111111,85.6888888888889,9,1.0,100.0
A Kumble,197,2010-03-25,M Chinnaswamy Stadium,Delhi Capitals,1,1,0,0,0,0,100.0,1.0,1.3333333333333333,3.0,101.66799999999999,1.6666666666666667,19.843718079673135,1.0,2.9,87.12,10,1.0,100.0
A Kumble,209,2010-04-04,Feroz Shah Kotla,Delhi Capitals,1,1,0,0,0,0,100.0,1.0,1.0,2.2,88.33399999999999,1.0,19.530133928571427,1.0,2.727272727272727,88.2909090909091,11,2.0,50.0
A Kumble,220,2010-04-12,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,2,4,0,0,0,0,50.0,1.3333333333333333,1.0,2.4,93.33399999999999,2.0,15.222222222222221,1.5,2.5833333333333335,89.26666666666667,12,1.0,33.33
A Kumble,226,2010-04-17,M Chinnaswamy Stadium,Mumbai Indians,1,3,0,0,0,0,33.33,3.0,7.0,1.2,76.66600000000001,1.6666666666666667,19.843718079673135,1.0,2.5384615384615383,86.24615384615385,13,1.0,33.33
A Mishra,93,2008-05-11,Sawai Mansingh Stadium,Rajasthan Royals,4,5,1,0,0,0,80.0,4.285714285714286,5.2,4.0,80.0,12.5,19.288100208768267,7.0,2.3333333333333335,79.19066666666666,0,31.0,96.88
A Mishra,95,2008-05-13,Eden Gardens,Kolkata Knight Riders,31,32,2,3,0,3,96.88,7.75,0.0,17.5,88.44,10.2,19.11173184357542,1.85,4.0,80.0,1,2.0,40.0
A Mishra,115,2008-05-30,Wankhede Stadium,Rajasthan Royals,2,5,1,0,0,0,40.0,4.285714285714286,4.0,12.333333333333334,72.29333333333334,7.0,19.321590909090908,4.0,17.5,88.44,2,0.0,0.0
A Mishra,133,2009-04-28,SuperSport Park,Rajasthan Royals,0,4,1,0,0,0,0.0,4.285714285714286,3.0,9.25,54.22,4.333333333333333,19.884393063583815,2.75,12.333333333333334,72.29333333333334,3,11.0,137.5
A Mishra,141,2009-05-02,New Wanderers Stadium,Chennai Super Kings,11,8,0,2,1,1,137.5,7.333333333333333,8.0,9.6,70.876,11.0,18.508474576271187,3.0,9.25,54.22,4,2.0,66.67
A Mishra,158,2009-05-13,Kingsmead,Deccan Chargers,2,3,1,0,0,0,66.67,1.5,7.333333333333333,9.2,68.21000000000001,2.0,16.502024291497975,1.5,9.6,70.876,5,13.0,325.0
A Mishra,170,2009-05-21,SuperSport Park,Mumbai Indians,13,4,0,2,1,1,325.0,9.11111111111111,7.75,5.6,113.83400000000002,4.333333333333333,19.884393063583815,4.25,8.333333333333334,70.175,6,0.0,0.0
A Mishra,172,2009-05-22,SuperSport Park,Deccan Chargers,0,1,0,0,0,0,0.0,1.5,2.0,5.2,105.83400000000002,4.333333333333333,19.884393063583815,2.0,9.0,106.57857142857142,7,3.0,60.0
A Mishra,183,2010-03-17,Feroz Shah Kotla,Mumbai Indians,3,5,1,0,0,0,60.0,9.11111111111111,13.0,5.8,117.83400000000002,7.0,19.530133928571427,2.5,7.875,93.25625,8,6.0,200.0
A Mishra,185,2010-03-19,Feroz Shah Kotla,Chennai Super Kings,6,3,0,1,0,1,200.0,7.333333333333333,11.0,4.8,130.334,7.0,19.530133928571427,10.0,7.333333333333333,89.5611111111111,9,0.0,0.0
A Mishra,189,2010-03-21,Barabati Stadium,Deccan Chargers,0,1,1,0,0,0,0.0,1.5,1.0,4.4,117.0,0.5,20.70754716981132,2.0,7.2,100.60499999999999,10,4.0,66.67
A Mishra,213,2010-04-07,Eden Gardens,Kolkata Knight Riders,4,6,0,0,0,0,66.67,7.75,31.0,2.6,65.334,10.2,19.11173184357542,1.5,6.545454545454546,91.4590909090909,11,10.0,83.33
A Mishra,218,2010-04-11,Feroz Shah Kotla,Punjab Kings,10,12,0,0,0,0,83.33,5.2,15.0,4.6,82.0,7.0,19.530133928571427,3.5,6.333333333333333,89.39333333333333,12,12.0,70.59
A Mishra,221,2010-04-13,Brabourne Stadium,Mumbai Indians,12,17,1,0,0,0,70.59,9.11111111111111,8.0,6.4,84.11800000000001,6.5,22.061349693251532,2.9166666666666665,6.615384615384615,88.92692307692307,13,4.0,40.0
A Mishra,229,2010-04-18,Feroz Shah Kotla,Deccan Chargers,4,10,1,0,0,0,40.0,1.5,0.6666666666666666,6.0,52.11800000000001,7.0,19.530133928571427,1.5555555555555554,7.0,87.61714285714287,14,2.0,100.0
A Mishra,236,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,2,2,0,0,0,0,100.0,4.285714285714286,2.0,6.4,72.11800000000001,7.142857142857143,19.61134163208852,3.0,6.8,84.44266666666667,15,12.0,200.0
A Mishra,240,2011-04-11,Eden Gardens,Kolkata Knight Riders,12,6,0,2,1,1,200.0,7.75,17.5,8.0,98.78399999999999,10.2,19.11173184357542,9.5,6.5,85.415,16,0.0,0.0
A Mishra,249,2011-04-16,"Rajiv Gandhi International Stadium, Uppal",Punjab Kings,0,1,1,0,0,0,0.0,5.2,10.0,6.0,82.11800000000001,7.142857142857143,19.61134163208852,4.5,6.823529411764706,92.15529411764706,17,25.0,131.58
A Mishra,260,2011-04-24,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,25,19,1,4,0,4,131.58,9.11111111111111,9.333333333333334,8.6,94.316,7.142857142857143,19.61134163208852,1.8333333333333335,6.444444444444445,87.03555555555556,18,0.0,0.0
A Mishra,265,2011-04-27,Nehru Stadium,Kochi Tuskers Kerala,0,1,1,0,0,0,0.0,0.0,8.0,7.8,86.316,0.0,16.487179487179485,4.0,7.421052631578948,89.38,19,2.0,40.0
A Mishra,272,2011-05-01,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,2,5,2,0,0,0,40.0,7.333333333333333,8.5,7.8,74.316,7.0,20.09861111111111,1.0,7.05,84.911,20,9.0,90.0
A Mishra,275,2011-05-03,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,9,10,0,0,0,0,90.0,7.75,15.666666666666666,7.2,52.31600000000001,7.142857142857143,19.61134163208852,8.0,6.809523809523809,82.77238095238096,21,0.0,0.0
A Mishra,286,2011-05-10,"Rajiv Gandhi International Stadium, Uppal",Pune Warriors,0,1,1,0,0,0,0.0,15.0,9.11111111111111,7.2,52.31600000000001,7.142857142857143,19.61134163208852,0.0,6.909090909090909,83.1009090909091,22,18.0,257.14
A Mishra,292,2011-05-14,Wankhede Stadium,Mumbai Indians,18,7,0,4,0,4,257.14,9.11111111111111,13.25,5.8,77.428,7.0,19.321590909090908,5.0,6.608695652173913,79.48782608695652,23,0.0,0.0
A Mishra,316,2012-04-09,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,0,2,1,0,0,0,0.0,9.11111111111111,14.2,5.8,77.428,0.5,17.72189349112426,2.0,7.083333333333333,86.89,24,6.0,85.71
A Mishra,323,2012-04-19,Feroz Shah Kotla,Delhi Capitals,6,7,1,0,0,0,85.71,11.0,1.5,6.6,86.57,7.0,19.530133928571427,1.0,6.8,83.4144,25,1.0,100.0
A Mishra,337,2012-04-22,Barabati Stadium,Kolkata Knight Riders,1,1,0,0,0,0,100.0,7.75,14.0,5.0,88.57,0.5,20.70754716981132,2.5,6.769230769230769,83.50269230769231,26,1.0,16.67
A Mishra,346,2012-04-29,Wankhede Stadium,Mumbai Indians,1,6,1,0,0,0,16.67,9.11111111111111,11.833333333333334,5.2,91.904,7.0,19.321590909090908,3.7,6.555555555555555,84.1137037037037,27,8.0,160.0
A Mishra,359,2012-05-08,"Rajiv Gandhi International Stadium, Uppal",Punjab Kings,8,5,0,1,0,1,160.0,5.2,5.0,3.2,72.476,7.142857142857143,19.61134163208852,1.5,6.357142857142857,81.705,28,16.0,114.29
A Mishra,394,2013-04-12,Feroz Shah Kotla,Delhi Capitals,16,14,0,2,0,2,114.29,11.0,6.0,6.4,95.334,7.0,19.530133928571427,4.0,6.413793103448276,84.40482758620689,29,1.0,100.0
A Mishra,397,2013-04-14,Eden Gardens,Kolkata Knight Riders,1,1,0,0,0,0,100.0,7.75,11.4,5.4,98.19200000000001,10.2,19.11173184357542,2.5,6.733333333333333,85.40100000000001,30,30.0,115.38
A Mishra,402,2013-04-17,Subrata Roy Sahara Stadium,Pune Warriors,30,26,1,3,0,3,115.38,15.0,0.0,11.2,101.268,30.0,17.1787072243346,2.625,6.548387096774194,85.87193548387097,31,15.0,71.43
A Mishra,414,2013-04-25,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,15,21,1,2,0,2,71.43,7.333333333333333,6.333333333333333,14.0,112.22,7.0,20.09861111111111,3.958333333333333,7.28125,86.7940625,32,21.0,63.64
A Mishra,416,2013-04-27,Sawai Mansingh Stadium,Rajasthan Royals,21,33,1,2,0,2,63.64,4.285714285714286,2.0,16.6,92.94800000000001,12.5,19.288100208768267,4.0,7.515151515151516,86.32848484848485,33,6.0,75.0
A Mishra,435,2013-05-08,"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings,6,8,0,0,0,0,75.0,7.333333333333333,8.5,14.6,85.09,7.142857142857143,19.61134163208852,3.6666666666666665,7.911764705882353,85.66117647058823,34,4.0,80.0
A Mishra,466,2014-04-22,Sharjah Cricket Stadium,Punjab Kings,4,5,0,0,0,0,80.0,5.2,6.0,15.2,81.09,4.0,21.333333333333332,3.0,7.857142857142857,85.35657142857143,35,0.0,0.0
A Mishra,487,2014-05-08,"Sardar Patel Stadium, Motera",Rajasthan Royals,0,2,1,0,0,0,0.0,4.285714285714286,5.8,9.2,58.013999999999996,0.0,19.612021857923498,0.0,7.75,85.20777777777778,36,4.0,80.0
A Mishra,519,2015-04-09,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,4,5,1,0,0,0,80.0,7.333333333333333,8.0,7.0,59.727999999999994,7.0,20.09861111111111,2.0,7.54054054054054,82.90486486486486,37,1.0,100.0
A Mishra,535,2015-04-20,Feroz Shah Kotla,Kolkata Knight Riders,1,1,0,0,0,0,100.0,7.75,9.666666666666666,3.0,67.0,7.0,19.530133928571427,5.0,7.447368421052632,82.82842105263158,38,2.0,50.0
A Mishra,543,2015-04-26,Feroz Shah Kotla,Royal Challengers Bangalore,2,4,1,0,0,0,50.0,5.666666666666667,13.0,2.2,62.0,7.0,19.530133928571427,4.5,7.282051282051282,83.26871794871795,39,1.0,33.33
A Mishra,553,2015-05-03,Brabourne Stadium,Rajasthan Royals,1,3,0,0,0,0,33.33,4.285714285714286,4.833333333333333,1.6,52.666,6.5,22.061349693251532,2.0,7.15,82.437,40,3.0,33.33
A Mishra,578,2016-04-10,Eden Gardens,Kolkata Knight Riders,3,9,1,0,0,0,33.33,7.75,8.428571428571429,2.2,59.331999999999994,10.2,19.11173184357542,1.0,7.0,81.23926829268292,41,1.0,20.0
A Mishra,623,2016-05-15,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,1,5,1,0,0,0,20.0,9.11111111111111,10.285714285714286,1.6,47.332,0.5,17.72189349112426,3.5,6.904761904761905,80.09857142857143,42,8.0,57.14
A Mishra,5,2017-04-08,M Chinnaswamy Stadium,Royal Challengers Bangalore,8,14,0,0,0,0,57.14,5.666666666666667,2.0,3.0,38.760000000000005,8.0,19.843718079673135,1.0,6.767441860465116,78.70093023255814,43,4.0,36.36
A Mishra,35,2017-04-30,"Punjab Cricket Association IS Bindra Stadium, Mohali",Punjab Kings,4,11,0,0,0,0,36.36,5.2,5.5,3.4,36.032,4.0,22.926174496644297,2.5,6.795454545454546,78.2109090909091,44,9.0,60.0
A Mishra,44,2017-05-06,Feroz Shah Kotla,Mumbai Indians,9,15,0,0,0,0,60.0,9.11111111111111,9.125,5.0,41.366,7.0,19.530133928571427,2.0,6.733333333333333,77.28088888888888,45,8.0,400.0
A Mishra,49,2017-05-10,Green Park,Gujarat Lions,8,2,0,2,0,2,400.0,8.0,11.0,6.0,114.7,8.0,19.61904761904762,1.0,6.782608695652174,76.90521739130435,46,13.0,130.0
A Mishra,51,2017-05-12,Feroz Shah Kotla,Rising Pune Supergiants,13,10,0,1,1,0,130.0,13.0,4.285714285714286,8.4,136.7,7.0,19.530133928571427,1.5,6.808510638297872,83.7795744680851,47,7.0,175.0
A Mithun,209,2010-04-04,Feroz Shah Kotla,Delhi Capitals,5,4,1,1,0,1,125.0,2.5,11.0,5.0,125.0,2.5,19.530133928571427,0.0,6.938775510204081,86.58448979591837,0,0.0,0.0
A Mithun,263,2011-04-26,Feroz Shah Kotla,Delhi Capitals,0,2,1,0,0,0,0.0,2.5,5.0,2.5,62.5,2.5,19.530133928571427,5.0,5.0,125.0,1,6.0,200.0
A Mithun,280,2011-05-06,M Chinnaswamy Stadium,Punjab Kings,6,3,0,1,0,1,200.0,8.0,2.0,3.6666666666666665,108.33333333333333,6.0,19.843718079673135,2.0,2.5,62.5,2,10.0,142.86
A Mithun,296,2011-05-17,Himachal Pradesh Cricket Association Stadium,Punjab Kings,10,7,1,1,1,0,142.86,8.0,6.0,5.25,116.965,10.0,20.29850746268657,3.0,3.6666666666666665,108.33333333333333,3,11.0,137.5
A Mithun,307,2011-05-28,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,11,8,1,2,0,2,137.5,11.0,5.666666666666667,6.4,121.072,11.0,20.09861111111111,2.3333333333333335,5.25,116.965,4,2.0,100.0
A Mukund,110,2008-05-24,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,0,1,1,0,0,0,0.0,9.5,8.0,0.0,0.0,0.0,20.09861111111111,9.0,5.666666666666667,117.56,0,19.0,86.36
A Nehra,67,2008-04-23,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1,2,0,0,0,0,50.0,0.5,9.5,1.0,50.0,0.3333333333333333,20.09861111111111,1.0,9.5,43.18,0,2.0,20.0
A Nehra,69,2008-04-25,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,2,10,0,0,0,0,20.0,1.2,0.5,1.5,35.0,2.0,19.662264150943397,5.333333333333333,1.0,50.0,1,0.0,0.0
A Nehra,106,2008-05-21,Wankhede Stadium,Punjab Kings,0,1,0,0,0,0,0.0,1.2,2.0,1.0,23.333333333333332,0.3333333333333333,19.321590909090908,1.0,1.5,35.0,2,1.0,100.0
A Nehra,161,2009-05-15,OUTsurance Oval,Punjab Kings,1,1,0,0,0,0,100.0,1.2,1.0,1.0,42.5,1.0,14.787878787878787,0.0,1.0,23.333333333333332,3,1.0,25.0
A Nehra,218,2010-04-11,Feroz Shah Kotla,Punjab Kings,1,4,1,0,0,0,25.0,1.2,1.0,1.0,39.0,11.5,19.530133928571427,0.41666666666666663,1.0,42.5,4,22.0,137.5
A Nehra,229,2010-04-18,Feroz Shah Kotla,Deccan Chargers,22,16,0,3,1,2,137.5,22.0,0.5,5.2,56.5,11.5,19.530133928571427,0.375,1.0,39.0,5,2.0,40.0
A Nehra,321,2012-04-12,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,2,5,1,0,0,0,40.0,1.2,1.0,5.2,60.5,2.0,19.662264150943397,0.5,4.5,55.416666666666664,6,9.0,112.5
A Nehra,365,2012-05-13,Sawai Mansingh Stadium,Rajasthan Royals,9,8,0,1,0,1,112.5,9.0,1.2,7.0,83.0,9.0,19.288100208768267,3.5,4.142857142857143,53.214285714285715,7,0.0,0.0
A Nehra,382,2013-04-03,Eden Gardens,Kolkata Knight Riders,0,1,1,0,0,0,0.0,0.5,1.0,6.8,63.0,0.5,19.11173184357542,0.0,4.75,60.625,8,1.0,20.0
A Nehra,390,2013-04-09,Wankhede Stadium,Mumbai Indians,1,5,1,0,0,0,20.0,0.5,0.5,6.8,62.0,0.3333333333333333,19.321590909090908,0.6666666666666666,4.222222222222222,53.888888888888886,9,0.0,0.0
A Nehra,428,2013-05-04,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,0,1,1,0,0,0,0.0,0.0,0.0,2.4,34.5,0.5,19.61134163208852,5.0,3.9,50.5,10,0.0,0.0
A Nehra,446,2013-05-14,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,1,1,0,0,0,0.0,0.5,1.0,2.0,26.5,0.3333333333333333,20.09861111111111,1.0,3.5454545454545454,45.90909090909091,11,0.0,0.0
A Nehra,538,2015-04-22,M Chinnaswamy Stadium,Royal Challengers Bangalore,0,1,0,0,0,0,0.0,0.0,9.0,0.2,4.0,0.0,19.843718079673135,0.0,3.25,42.083333333333336,12,1.0,25.0
A Nehra,527,2015-04-30,Eden Gardens,Kolkata Knight Riders,1,4,0,0,0,0,25.0,0.5,0.0,0.4,9.0,0.5,19.11173184357542,1.0,3.0,38.84615384615385,13,0.0,0.0
A Nehra,554,2015-05-04,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,0,1,1,0,0,0,0.0,0.0,0.0,0.2,5.0,0.3333333333333333,20.09861111111111,0.0,2.857142857142857,37.857142857142854,14,0.0,0.0
A Nehra,573,2015-05-19,Wankhede Stadium,Mumbai Indians,0,1,1,0,0,0,0.0,0.5,1.0,0.2,5.0,0.3333333333333333,19.321590909090908,0.0,2.6666666666666665,35.333333333333336,15,1.0,100.0
A Singh,165,2009-05-17,OUTsurance Oval,Delhi Capitals,0,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,14.787878787878787,3.0,2.411764705882353,37.05882352941177,0,1.0,50.0
A Singh,168,2009-05-20,Kingsmead,Kolkata Knight Riders,1,2,0,0,0,0,50.0,0.5,0.0,0.5,25.0,1.0,16.502024291497975,0.0,0.0,0.0,1,0.0,0.0
A Singh,251,2011-04-17,Eden Gardens,Kolkata Knight Riders,0,2,1,0,0,0,0.0,0.5,1.0,0.3333333333333333,16.666666666666668,0.0,19.11173184357542,0.0,0.5,25.0,2,1.0,50.0
